Spec,Source0 original,Modified Source0 for url health check,UrlHealth,UpdateAvailable,UpdateURL,HealthUpdateURL,Name,SHAName,UpdateDownloadName,warning,ArchivationDate
at-spi2-core.spec,http://ftp.gnome.org/pub/gnome/sources/%{name}/2.46/%{name}-%{version}.tar.xz,,,,,,at-spi2-core,,,,
atftp.spec,http://sourceforge.net/projects/%{name}/files/latest/download/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/atftp/files/latest/download/atftp-0.8.0.tar.gz,200,0.8.1,http://sourceforge.net/projects/atftp/files/latest/download/atftp-0.8.1.tar.gz,200,atftp,,atftp-0.8.1.tar.gz,,
atk.spec,http://ftp.gnome.org/pub/gnome/sources/%{name}/2.16/%{name}-%{version}.tar.xz,,,,,,atk,,,,
attr.spec,http://download.savannah.gnu.org/releases/attr/%{name}-%{version}.tar.gz,http://download.savannah.gnu.org/releases/attr/attr-2.5.1.tar.gz,200,2.5.2,http://download.savannah.gnu.org/releases/attr/attr-2.5.2.tar.gz,200,attr,7B8F210AB2233D82D282D36C10AC2F4B10E1BA9BD0F02E1F4E69B8F610CB3266BFAC9796349B51B2F92FA6EF2C66C62F1A9C4AE18E202B00AF3E251E3B469A24,attr-2.5.2.tar.gz,,
audit.spec,http://people.redhat.com/sgrubb/audit/%{name}-%{version}.tar.gz,,,,,,audit,,,,
aufs-util.spec,%{name}-%{version}.tar.gz,,,,,,aufs-util,,,,
authbind.spec,http://ftp.debian.org/debian/pool/main/a/%{name}/%{name}_%{version}.tar.gz,http://ftp.debian.org/debian/pool/main/a/authbind/authbind_2.1.3.tar.gz,200,2.2.0,http://ftp.debian.org/debian/pool/main/a/authbind/authbind_2.2.0.tar.gz,200,authbind,D0CC00CE18B2E0DA985D9EA00F50AB7931B58613C9B356AC288F3EE98CD27332BBA557CE827449399A57841D80F62050E9C9D344EF01909B5399E5A242D3CDA5,authbind_2.2.0.tar.gz,,
autoconf-archive.spec,http://ftp.gnu.org/gnu/%{name}/%{name}-%{version}.tar.xz,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/autoconf-archive/autoconf-archive-2022.09.03.tar.xz,200,2024.10.16,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/autoconf-archive/autoconf-archive-2024.10.16.tar.xz,200,autoconf-archive,91140CB666447F12A1D39D7D42F5FE6EA3601BB586F466381C9E949087AAFA06AED8D061A4F5D020A3D234EB710E4BB47CD25380BCFFD8C423FA1A7AF05E988B,autoconf-archive-2024.10.16.tar.xz,,
autoconf.spec,http://ftp.gnu.org/gnu/autoconf/%{name}-%{version}.tar.xz,,,,,,autoconf,,,,
autofs.spec,http://www.kernel.org/pub/linux/daemons/%{name}/v5/%{name}-%{version}.tar.xz,,,,,,autofs,,,,
autogen.spec,https://ftp.gnu.org/gnu/autogen/rel%{version}/%{name}-%{version}.tar.xz,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/autogen/rel5.18.16/autogen-5.18.16.tar.xz,200,(same version),,,autogen,,,,
automake.spec,https://ftp.gnu.org/gnu/automake/%{name}-%{version}.tar.xz,,,,,,automake,,,,
aws-sdk-cpp.spec,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,aws-sdk-cpp,,,,
backward-cpp.spec,https://github.com/bombela/backward-cpp/archive/refs/tags/%{name}-v%{version}.tar.gz,,,,,,backward-cpp,,,,
bash-completion.spec,https://github.com/scop/bash-completion/releases/download/%{version}/%{name}-%{version}.tar.xz,,,,,,bash-completion,,,,
bash.spec,https://ftp.gnu.org/gnu/bash/%{name}-%{version}.tar.gz,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/bash/bash-5.2.tar.gz,200,5.3,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/bash/bash-5.3.tar.gz,200,bash,426702C8B0FB9E0C9956259973CE5B657890FD47F4F807A64FEBF20077BB48D0B91474ED6E843D2EF277186B46C5FFFA79B808DA9B48D4EC027D5E2DE1B28ED8,bash-5.3.tar.gz,,
basic.spec,,https://vmware.github.io/photon,200,,,,basic,,,Info: Source0 contains a VMware internal url address.,
bats.spec,https://github.com/bats-core/bats-core/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,bats,,,,
bazel.spec,https://github.com/bazelbuild/bazel/releases/download/%{version}/%{name}-%{version}-dist.zip,,,,,,bazel,,,,
bc.spec,https://ftp.gnu.org/gnu/bc/%{name}-%{version}.tar.gz,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/bc/bc-1.07.1.tar.gz,200,1.08.2,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/bc/bc-1.08.2.tar.gz,200,bc,0876A4C5BFC23DA79479519C6A8E03AC9F59AE54077EB71FFDCC6DDACCB76C4B7595B088E89E6AD82D833C072EEFF5B378178084276584813C00EEDACE4C6F8C,bc-1.08.2.tar.gz,,
bcc.spec,https://github.com/iovisor/bcc/archive/%{name}-%{version}.tar.gz,,,,,,bcc,,,,
bindutils.spec,https://ftp.isc.org/isc/bind9/%{version}/bind-%{version}.tar.xz,,,,,,bindutils,,,,
binutils.spec,http://ftp.gnu.org/gnu/binutils/%{name}-%{version}.tar.xz,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/binutils/binutils-2.39.tar.xz,200,2.46.0,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/binutils/binutils-2.46.0.tar.xz,200,binutils,32F880BB4F69351F4AE54A5D00359625C6C49D8E76624FB5CFFDF174C79C8D3212F66225B81C12933C6ED59604AB652560773DD92FAB384B930C97A9D4E1FDF2,binutils-2.46.0.tar.xz,,
bison.spec,http://ftp.gnu.org/gnu/bison/%{name}-%{version}.tar.xz,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/bison/bison-3.8.2.tar.xz,200,(same version),,,bison,,,,
blktrace.spec,https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/snapshot/%{name}-%{version}.tar.gz,,,,,,blktrace,,,,
bluez-tools.spec,https://github.com/khvzak/bluez-tools.git/master/bluez-tools-%{version}.tar.gz,,,,,,bluez-tools,,,Warning: Cannot detect correlating tags from the repo provided.,
bluez.spec,http://www.kernel.org/pub/linux/bluetooth/bluez-%{version}.tar.xz,,,,,,bluez,,,,
boost.spec,https://boostorg.jfrog.io/artifactory/main/release/%{version}/source/boost_%{main_version}.tar.bz2,,,,,,boost,,,,
bpftrace.spec,https://github.com/iovisor/bpftrace/archive/%{name}-%{version}.tar.gz,,,,,,bpftrace,,,,
bridge-utils.spec,https://mirrors.edge.kernel.org/pub/linux/utils/net/bridge-utils/%{name}-%{version}.tar.xz,,,,,,bridge-utils,,,,
btrfs-progs.spec,https://www.kernel.org/pub/linux/kernel/people/kdave/btrfs-progs/%{name}-v%{version}.tar.xz,,,,,,btrfs-progs,,,,
bubblewrap.spec,https://github.com/projectatomic/bubblewrap/releases/download/v%{version}/%{name}-%{version}.tar.gz,,,,,,bubblewrap,,,,
build-essential.spec,,,0,,,,build-essential,,,Info: Source0 contains a VMware internal url address.,
byacc.spec,https://invisible-island.net/archives/%{name}/%{name}-%{byaccdate}.tgz,https://invisible-island.net/archives/byacc/current/byacc-2.0.20221106.tgz,200,2.0.20260126,https://invisible-island.net/archives/byacc/current/byacc-2.0.20260126.tgz,200,byacc,AD821F63A5195C4FA5098F4B934A96812185D0C00D003E802D641363D63D8E75E91759605DF6386644868F4C8D4F7101BBB07ED0FFE0F2918B3E98CF9417D413,byacc-2.0.20260126.tgz,,
bzip2.spec,https://sourceware.org/pub/bzip2/%{name}-%{version}.tar.gz,,,,,,bzip2,,,,
c-ares.spec,http://c-ares.haxx.se/download/%{name}-%{version}.tar.gz,,,,,,c-ares,,,,
ca-certificates.spec,certdata.txt,http://anduin.linuxfromscratch.org/BLFS/othercertdata.txt,200,,,,ca-certificates,,,Info: Source0 contains a VMware internal url address.,
cairo.spec,http://cairographics.org/releases/%{name}-%{version}.tar.xz,,,,,,cairo,,,,
calico-bgp-daemon.spec,https://github.com/projectcalico/calico-bgp-daemon/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,calico-bgp-daemon,,,,
calico-bird.spec,%{name}-%{version}.tar.gz,,,,,,calico-bird,,,,
calico-confd.spec,https://github.com/kelseyhightower/confd/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,calico-confd,,,,
calico-libnetwork.spec,https://github.com/projectcalico/libnetwork-plugin/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,calico-libnetwork,,,,
calico.spec,https://github.com/projectcalico/calico/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,calico,,,,
capstone.spec,https://github.com/aquynh/%{name}/archive/%{name}-%{version}.tar.gz,,,,,,capstone,,,,
cassandra.spec,http://archive.apache.org/dist/cassandra/%{version}/apache-%{name}-%{version}-src.tar.gz,,,,,,cassandra,,,,
cdrkit.spec,%{name}-%{version}.tar.gz,http://gd.tuwien.ac.at/utils/schilling/cdrtoolscdrkit-1.1.11.tar.gz,0,1.1.11,https://deb.debian.org/debian/pool/main/c/cdrkit/cdrkit_1.1.11.orig.tar.gz,200,cdrkit,E5AFCD2CB68D39AEFF680A0D5B0A7877F94CF6DE111B3CB7388261C665FBD3209CE98A20A01911875AF7D6B832A156801B1FA46A4481F7C8BA60B22EAC0A5B05,cdrkit_1.1.11.orig.tar.gz,Warning: Source0 seems invalid and no other Official source has been found.,2021-10-10
cereal.spec,https://github.com/USCiLab/cereal/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,cereal,,,,
check.spec,https://github.com/libcheck/check/archive/%{name}-%{version}.tar.gz,,,,,,check,,,,
checkpolicy.spec,https://github.com/SELinuxProject/selinux/releases/download/%{version}/%{name}-%{version}.tar.gz,,,,,,checkpolicy,,,,
chkconfig.spec,http://fedorahosted.org/releases/c/h/chkconfig/%{name}-%{version}.tar.gz,,,,,,chkconfig,,,,
chromium.spec,https://github.com/chromium/chromium/archive/%{name}-%{version}.tar.gz,,,,,,chromium,,,,
chrony.spec,https://download.tuxfamily.org/chrony/chrony-%{version}.tar.gz,,,,,,chrony,,,,
chrpath.spec,https://alioth.debian.org/frs/download.php/file/3979/%{name}-%{version}.tar.gz,,,,,,chrpath,,,,
cifs-utils.spec,https://ftp.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-%{version}.tar.bz2,,,,,,cifs-utils,,,,
clang.spec,https://github.com/llvm/llvm-project/releases/tag/%{name}-%{version}.src.tar.xz,,,,,,clang,,,,
cloud-init.spec,https://launchpad.net/cloud-init/trunk/%{version}/+download/%{name}-%{version}.tar.gz,,,,,,cloud-init,,,,
cloud-network-setup.spec,https://github.com/vmware/%{name}/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,cloud-network-setup,,,Warning: repo isn't maintained anymore.,
cloud-utils.spec,https://launchpad.net/cloud-utils/trunk/%{version}/+download/cloud-utils-%{version}.tar.gz,,,,,,cloud-utils,,,,
cmake.spec,https://github.com/Kitware/CMake/releases/download/v%{version}/%{name}-%{version}.tar.gz,,,,,,cmake,,,,
cmocka.spec,https://cmocka.org/files/1.1/%{name}-%{version}.tar.xz,,,,,,cmocka,,,,
cni.spec,https://github.com/containernetworking/plugins/archive/%{name}-v%{version}.tar.gz,,,,,,cni,,,,
colm.spec,https://github.com/adrian-thurston/colm/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,colm,,,,
commons-daemon.spec,https://mirrors.ocf.berkeley.edu/apache//commons/daemon/source/%{name}-%{version}-src.tar.gz,,,,,,commons-daemon,,,,
commons-httpclient.spec,https://archive.apache.org/dist/httpcomponents/%{name}/source/%{name}-%{version}-src.tar.gz,https://archive.apache.org/dist/httpcomponents/commons-httpclient/source/commons-httpclient-3.1-src.tar.gz,200,(same version),,,commons-httpclient,,,,
conmon.spec,conmon-%{version}.tar.gz,,,,,,conmon,,,,
conntrack-tools.spec,http://netfilter.org/projects/%{name}/files/%{name}-%{version}.tar.bz2,,,,,,conntrack-tools,,,,
consul.spec,https://github.com/hashicorp/consul/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,consul,,,,
containerd.spec,https://github.com/containerd/containerd/archive/containerd-%{version}.tar.gz,,,,,,containerd,,,,
containers-common.spec,%{name}-%{version}.tar.gz,,,,,,containers-common,,,,
coredns.spec,https://github.com/coredns/coredns/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,coredns,,,,
coreutils.spec,http://ftp.gnu.org/gnu/coreutils/%{name}-%{version}.tar.xz,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/coreutils/coreutils-9.1.tar.xz,200,9.11,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/coreutils/coreutils-9.11.tar.xz,200,coreutils,73F4192747AB793FD29CCCAFEDA35C499A11800830227EA4D26B00AFB2C496DD69CB493005691D0F62A168BEEA6B55C1E28E82B6CF795E7370F9D53D13555410,coreutils-9.11.tar.xz,,
cpio.spec,http://ftp.gnu.org/pub/gnu/cpio/%{name}-%{version}.tar.bz2,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/pub/gnu/cpio/cpio-2.13.tar.bz2,200,2.15,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/pub/gnu/cpio/cpio-2.15.tar.bz2,200,cpio,E3C3D0344D13D540887198EE5D6209A9254ED34B87C3B3CABE6DC3CE22EF94D3F380BB60D3395EEE44E4B0EC8460B957032C6251F101B4A9FBC5951A701AADFF,cpio-2.15.tar.bz2,,
cppcheck.spec,https://github.com/danmar/cppcheck/archive/%{name}-%{version}.tar.gz,,,,,,cppcheck,,,,
cppunit.spec,https://sourceforge.net/projects/cppunit/files/%{name}/%{version}/%{name}-%{version}.tar.gz,https://sourceforge.net/projects/cppunit/files/cppunit/1.12.1/cppunit-1.12.1.tar.gz,200,(same version),,,cppunit,,,,
cpulimit.spec,https://sourceforge.net/projects/limitcpu/files/limitcpu/%{name}-%{version}.tar.gz,https://sourceforge.net/projects/limitcpu/files/limitcpu/cpulimit-2.8.tar.gz,200,3.2,https://sourceforge.net/projects/limitcpu/files/limitcpu/cpulimit-3.2.tar.gz,200,cpulimit,,cpulimit-3.2.tar.gz,,
cracklib.spec,https://github.com/cracklib/cracklib/releases/download/v%{version}/%{name}-%{version}.tar.gz,,,,,,cracklib,,,,
crash-gcore-command.spec,https://github.com/fujitsu/crash-gcore/archive/v%{version}/%{name}-%{version}.tar.gz,https://github.com/fujitsu/crash-gcore/archive/v1.6.3/crash-gcore-command-1.6.3.tar.gz,200,1.6.4,https://github.com/fujitsu/crash-gcore/archive/v1.6.4/crash-gcore-command-1.6.4.tar.gz,200,crash-gcore-command,5799337CEA3459E122F6ED3A3C8A375FF950477D00A46BC0428E1771DD6D99D4C3470F2514C1B299AB403BBE0B1B46B169243D581EA54EC6109AD42AA7AA3406,crash-gcore-command-1.6.4.tar.gz,,
crash.spec,http://people.redhat.com/anderson/%{name}-%{version}.tar.gz,,,,,,crash,,,Warning: Source0 seems invalid and no other Official source has been found.,
createrepo_c.spec,https://github.com/rpm-software-management/createrepo_c/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,createrepo_c,,,,
cri-tools.spec,https://github.com/kubernetes-incubator/%{name}/releases/tag/archive/%{name}-%{version}.tar.gz,,,,,,cri-tools,,,,
cronie.spec,https://github.com/cronie-crond/cronie/releases/download/cronie-%{version}/cronie-%{version}.tar.gz,,,,,,cronie,,,,
crun.spec,https://github.com/containers/crun/releases/download/%{version}/%{name}-%{version}.tar.xz,,,,,,crun,,,,
cryptsetup.spec,%{name}-v%{version}.tar.gz,,,,,,cryptsetup,,,,
cscope.spec,,https://unlimited.dl.sourceforge.net/project/cscope/cscope/v15.9/cscope-15.9.tar.gz,200,,,,cscope,,,,
ctags.spec,,,,,,,ctags,,,,
cups.spec,https://github.com/OpenPrinting/cups/releases/download/v%{version}/cups-%{version}-source.tar.gz,,,,,,cups,,,,
curl.spec,http://curl.haxx.se/download/%{name}-%{version}.tar.xz,http://curl.haxx.se/download/curl-8.1.2.tar.xz,200,8.20.0,http://curl.haxx.se/download/curl-8.20.0.tar.xz,200,curl,EDFA5882AAEEFCF2226FE03B19246151C0377C3656F9C8CC385BDAF34565E1354E762005B58780917A6D98039AE34085E4A4BCB44255C77E3B0E1D94090C010B,curl-8.20.0.tar.xz,,
cve-check-tool.spec,https://github.com/clearlinux/cve-check-tool/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,cve-check-tool,,,Warning: repo isn't maintained anymore.,
cyrus-sasl.spec,https://github.com/cyrusimap/cyrus-sasl/releases/download/%{name}-%{version}/%{name}-%{version}.tar.gz,,,,,,cyrus-sasl,,,,
cython3.spec,https://github.com/cython/cython/archive/Cython-%{version}.tar.gz,,,,,,cython3,,,,
dbus-broker.spec,https://github.com/bus1/dbus-broker/releases/download/v%{version}/%{name}-%{version}.tar.xz,,,,,,dbus-broker,,,,
dbus-glib.spec,http://dbus.freedesktop.org/releases/dbus-glib/%{name}-%{version}.tar.gz,,,,,,dbus-glib,,,,
dbus-python.spec,http://dbus.freedesktop.org/releases/dbus-python/dbus-python-%{version}.tar.gz,,,,,,dbus-python,,,,
dbus.spec,http://dbus.freedesktop.org/releases/dbus/%{name}-%{version}.tar.xz,,,,,,dbus,,,,
ddclient.spec,http://downloads.sourceforge.net/project/ddclient/ddclient/ddclient-%{version}.tar.gz,,,,,,ddclient,,,,
debugedit.spec,https://sourceware.org/ftp/debugedit/%{version}/%{name}-%{version}.tar.xz,https://sourceware.org/ftp/debugedit/5.0/debugedit-5.0.tar.xz,200,(same version),,,debugedit,,,,
dejagnu.spec,https://ftp.gnu.org/pub/gnu/dejagnu/%{name}-%{version}.tar.gz,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/pub/gnu/dejagnu/dejagnu-1.6.2.tar.gz,200,1.6.3,https://ftp.funet.fi/pub/gnu/ftp.gnu.org/pub/gnu/dejagnu/dejagnu-1.6.3.tar.gz,200,dejagnu,1A737132BD912CB527E7F2FCBE70FFFF8CCC8604A0FFDECFF87BA2A16AEEEFD800F5792AEFFDBE79BE6DAA35CEDB1C60E41002CA4AABB5370A460028191B76C4,dejagnu-1.6.3.tar.gz,,
dejavu-fonts.spec,http://sourceforge.net/projects/dejavu/files/dejavu/%{version}/dejavu-fonts-ttf-%{version}.tar.bz2,http://sourceforge.net/projects/dejavu/files/dejavu/2.37/dejavu-fonts-ttf-2.37.tar.bz2,200,(same version),,,dejavu-fonts,,,,
device-mapper-multipath.spec,https://github.com/opensvc/multipath-tools/archive/refs/tags/multipath-tools-%{version}.tar.gz,,,,,,device-mapper-multipath,,,,
dhcp.spec,https://ftp.isc.org/isc/dhcp/%{version}/%{name}-%{version}.tar.gz,https://ftp.isc.org/isc/dhcp/4.4.3/dhcp-4.4.3.tar.gz,200,(same version),,,dhcp,,,Warning: repo isn't maintained anymore. See https://www.isc.org/dhcp_migration/,
dialog.spec,https://invisible-mirror.net/archives/dialog/%{name}-%{version}-%{dialogsubversion}.tgz,https://invisible-island.net/archives/dialog/dialog-1.3-20220728.tgz,200,1.3-20260107,https://invisible-island.net/archives/dialog/dialog-1.3-20260107.tgz,200,dialog,EF3DD7530C42489A08C2DCB0EB6597DE32D22BE9A22AAD000B4841DC6E4FE4FC8681C0D6B3E8CC55CAA8C9027F4F182F60FE3F2CAA8CCE39FBE50DCBFF93875B,dialog-1.3-20260107.tgz,,
diffutils.spec,http://ftp.gnu.org/gnu/diffutils/%{name}-%{version}.tar.xz,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/diffutils/diffutils-3.8.tar.xz,200,3.12,http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/diffutils/diffutils-3.12.tar.xz,200,diffutils,10B17CF1DCDFA9CA0E5DB91D62C4A079EBE9FD7EAFA3AAEBD4EB7E6206E4D753F348496622AA281E1BD7F7FCDE65CE4A886DCC4ACBB59332EF980F224197B4E4,diffutils-3.12.tar.xz,,
ding-libs.spec,https://github.com/SSSD/%{name}/releases/download/%{version}/%{name}-%{version}.tar.gz,,,,,,ding-libs,,,,
distcc.spec,https://github.com/distcc/distcc/archive/v%{version}/%{name}-%{version}.tar.gz,,,,,,distcc,,,,
distrib-compat.spec,%{name}-%{version}.tar.bz2,,0,,,,distrib-compat,,,Info: Source0 contains a VMware internal url address.,
dkms.spec,https://github.com/dell/dkms/archive/%{name}-%{version}.tar.gz,,,,,,dkms,,,,
dmidecode.spec,http://download.savannah.gnu.org/releases/dmidecode/%{name}-%{version}.tar.xz,http://download.savannah.gnu.org/releases/dmidecode/dmidecode-3.5.tar.xz,200,3.7,http://download.savannah.gnu.org/releases/dmidecode/dmidecode-3.7.tar.xz,200,dmidecode,FAA8F5975340241B4C4A6AE4B538BF7F88F55B2AB0E97FFEAAE9A3A20C40FBF95E8310F69D06963F9FB34C7715E55ECFDA039E1391A7A27A0BE463AC3A1CC8FB,dmidecode-3.7.tar.xz,,
dnsmasq.spec,https://thekelleys.org.uk/dnsmasq/%{name}-%{version}.tar.xz,https://thekelleys.org.uk/dnsmasq/dnsmasq-2.90.tar.xz,200,2.92,https://thekelleys.org.uk/dnsmasq/dnsmasq-2.92.tar.xz,200,dnsmasq,14A4638F4819C88C1214F38CA66622CE618B800DCC0D271D4EEC6FD97639611F2317B711F6342C62B1F132ACC7C2DEC657FBF26C004D0D55EF10786944AD0AD1,dnsmasq-2.92.tar.xz,,
docbook-xml.spec,http://www.docbook.org/xml/4.5/%{name}-%{version}.zip,,,,,,docbook-xml,,,,
docbook-xsl.spec,http://downloads.sourceforge.net/docbook/%{name}-%{version}.tar.bz2,http://downloads.sourceforge.net/docbook/docbook-xsl-1.79.1.tar.bz2,200,(same version),,,docbook-xsl,,,,
docker-compose.spec,https://github.com/docker/compose/archive/refs/tags/v%{version}.tar.gz#/%{name}-%{version}.tar.gz,,,,,,docker-compose,,,,
docker-py.spec,https://github.com/docker/docker-py/releases/download/%{version}/docker-%{version}.tar.gz,,,,,,docker-py,,,,
docker-pycreds.spec,https://github.com/shin-/dockerpy-creds/archive/refs/tags/docker-pycreds-%{version}.tar.gz,,,,,,docker-pycreds,,,,
docker.spec,https://github.com/moby/moby/archive/moby-%{version}.tar.gz,,,,,,docker,,,,
dool.spec,https://github.com/scottchiefbaker/dool/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,dool,,,,
dos2unix.spec,https://waterlan.home.xs4all.nl/dos2unix/%{name}-%{version}.tar.gz,,,,,,dos2unix,,,,
dosfstools.spec,http://github.com/%{name}/%{name}/releases/download/v%{version}/%{name}-%{version}.tar.gz,,,,,,dosfstools,,,,
dotnet-runtime.spec,%{name}-%{version}-linux-x64.tar.gz,,,,,,dotnet-runtime,,,,
dotnet-sdk.spec,%{name}-%{version}-linux-x64.tar.gz,,,,,,dotnet-sdk,,,Warning: Cannot detect correlating tags from the repo provided.,
double-conversion.spec,https://github.com/google/double-conversion/archive/refs/tags/%{name}-%{version}.tar.gz,,,,,,double-conversion,,,,
