url	candidate_kind	candidate_name	rank	composite_score	popularity	reputation	integration	documentation	ecosystem	cves_12mo	stars	issues_12mo	language	license	last_release	weblink	summary	confidence_score
https://github.com/shin-/dockerpy-creds/archive/refs/tags/0.4.0.tar.gz	self	dockerpy-creds	0	46.9	18	95	60	25	10	0	22	0	Python	Apache-2.0	2017-03	https://github.com/shin-/dockerpy-creds	Python library to read and store Docker credentials from the Docker config file.	0.65
https://github.com/pyinstaller/pyinstaller/archive/refs/tags/v5.5.tar.gz	self	PyInstaller	0	80.5	85	75	90	85	70	2	10500	320	Python	GPL-2.0-or-later	2022-12	https://www.pyinstaller.org/	Packages Python applications into standalone executables for distribution across platforms.	0.3
https://github.com/pyinstaller/pyinstaller/archive/refs/tags/v5.5.tar.gz	alternative	cx_Freeze	1	77.2	55	95	80	75	85	0	1100	45	Python	MIT	2024-04	https://github.com/marcelotduarte/cx_Freeze	Freezes Python scripts into executables with support for multiple platforms.
https://github.com/tobgu/pyrsistent/archive/refs/tags/v0.17.3.tar.gz	self	pyrsistent	0	73.5	65	95	80	70	60	0	1400	12	Python	MIT	2021-01	https://github.com/tobgu/pyrsistent	Persistent immutable data structures (PVector, PMap, PSet) for Python.	0
https://github.com/tobgu/pyrsistent/archive/refs/tags/v0.17.3.tar.gz	alternative	immutables	1	76.8	60	95	75	85	70	0	1100	8	Python	Apache-2.0	2023-10	https://github.com/MagicStack/immutables	Immutable collections (Map, Set) for Python with efficient updates.
https://rubygems.org/downloads/domain_name-0.6.20240107.gem	self	domain_name	0	71.4	42	95	78	70	85	0	45	2	Ruby	MIT	2024-01	https://rubygems.org/gems/domain_name	Domain name manipulation based on the Public Suffix List, with IDNA support.	0.25
https://rubygems.org/downloads/domain_name-0.6.20240107.gem	alternative	public_suffix	1	89.8	88	95	92	88	82	0	820	5	Ruby	MIT	2024-03	https://rubygems.org/gems/public_suffix	Parse and manipulate domain names using the Public Suffix List.
https://rubygems.org/downloads/addressable-2.8.6.gem	self	addressable	0	85.5	78	95	90	85	80	0	1600	12	Ruby	Apache-2.0	2024-01	https://github.com/sporkmonger/addressable	A standards-compliant, feature-rich replacement for Ruby's URI implementation.	0.1
https://ftpmirror.gnu.org/nano/nano-8.2.tar.xz	self	nano	0	83.5	75	95	90	85	80	0	420	35	C	GPL-3.0-or-later	2024-08	https://www.nano-editor.org/	Simple console text editor modeled after Pico, for Unix-like systems.	0.05
https://ftpmirror.gnu.org/nano/nano-8.2.tar.xz	alternative	micro	1	86	92	88	85	80	75	1	23500	180	Go	MIT	2024-01	https://micro-editor.github.io/	Modern terminal text editor with intuitive keybindings and mouse support.
https://github.com/rschupp/Module-ScanDeps/archive/refs/tags/1.28.tar.gz	self	Module::ScanDeps	0	62.5	25	95	70	65	80	0	12	2	Perl	Artistic-1.0-Perl	2021-05	https://github.com/rschupp/Module-ScanDeps	Recursively scans Perl source for module dependencies to support packaging and deployment.	0
https://github.com/rschupp/Module-ScanDeps/archive/refs/tags/1.28.tar.gz	alternative	Perl::PrereqScanner	1	71	40	95	75	80	75	0	28	5	Perl	Artistic-2.0	2023-03	https://github.com/Perl-Parser/Perl-PrereqScanner	Extracts Perl module prerequisites via PPI-based static analysis.
https://github.com/python-babel/babel/archive/refs/tags/v2.10.3.tar.gz	self	babel	0	78.4	72	95	85	70	68	0	950	45	Python	BSD-3-Clause	2022-05	https://github.com/python-babel/babel	Python library for internationalization, date/number/currency formatting and message translation catalogs.	0.1
https://github.com/flannel-io/flannel/archive/refs/tags/v0.28.4.tar.gz	self	flannel	0	79.4	78	85	82	80	75	2	8500	95	Go	Apache-2.0	2024-10	https://github.com/flannel-io/flannel	Simple layer 3 overlay network fabric for Kubernetes (CNI plugin).	0.15
https://github.com/flannel-io/flannel/archive/refs/tags/v0.28.4.tar.gz	alternative	cilium	1	83.9	92	78	88	92	70	4	19500	320	Go	Apache-2.0	2025-01	https://github.com/cilium/cilium	eBPF-based CNI with L3/L4/L7 networking and security for Kubernetes.
https://github.com/flannel-io/flannel/archive/refs/tags/v0.28.4.tar.gz	alternative	calico	2	80.4	70	90	85	88	72	1	5800	180	Go	Apache-2.0	2025-01	https://github.com/projectcalico/calico	Layer 3 CNI plugin for Kubernetes pod networking and network policy.
https://github.com/libexpat/libexpat/releases/download/R_2.7.4/expat-2.7.4.tar.xz	self	expat	0	80.5	75	95	85	80	70	0	1200	45	C	MIT		https://github.com/libexpat/libexpat	Stream-oriented XML 1.0 parser library written in C.	0.4
https://www.kernel.org/pub/linux/utils/raid/mdadm/mdadm-4.4.tar.gz	self	mdadm	0	72.5	55	90	85	75	60	0			C	GPL-2.0	2023-11	https://raid.wiki.kernel.org/index.php/Mdadm	Linux utility for creating, managing and monitoring software RAID arrays using the MD kernel driver.	0.05
https://rubygems.org/downloads/aws-eventstream-1.3.2.gem	self	aws-eventstream	0	68.5	25	95	85	80	90	0	15	2	Ruby	Apache-2.0	2024-09	https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-eventstream	AWS Event Stream library for parsing and encoding binary event stream messages used by AWS services.	0.1
https://rubygems.org/downloads/google-logging-utils-0.1.0.gem	self	google-logging-utils	0	78.3		95	70	60		0			Ruby	Apache-2.0		https://rubygems.org/gems/google-logging-utils	Shared utilities for Google Cloud Logging formatters and structured log emission in Ruby.	0.25
https://github.com/a2o/snoopy/archive/refs/tags/snoopy-2.5.1.tar.gz	self	snoopy	0	78.4	62	95	78	82	88	0	420	4	C	GPL-2.0	2023-10	https://github.com/a2o/snoopy	LD_PRELOAD-based exec logger that records every executed command and arguments to syslog.	0.95
https://github.com/pypa/distlib/archive/refs/tags/0.3.6.tar.gz	self	distlib	0	62.8	38	95	65	55	70	0	92	4	Python	PSF-2.0	2023-03	https://github.com/pypa/distlib	Low-level Python library implementing packaging, distribution and metadata handling primitives.	0.05
http://rubygems.org/gems/unicode-display_width-1.7.0.gem	self	unicode-display_width	0	82.4	72	95	88	75	82	0	95	3	Ruby	MIT	2021-01	https://github.com/janlelis/unicode-display_width	Determines the monospace display width of Unicode characters and strings for terminal output.	0.05
http://prdownloads.sourceforge.net/psmisc/psmisc-23.7.tar.xz	self	psmisc	0	62.5	35	95	70	65	55	0	85	12	C	GPL-2.0-only	2024-02	https://gitlab.com/psmisc/psmisc	Collection of small utilities that use the proc filesystem (fuser, killall, pstree, peekfd).	0.05
https://github.com/linux-rdma/perftest/archive/refs/tags/4.5.0.20.tar.gz	self	perftest	0	64.5	45	95	70	50	60	0	210	12	C	GPL-2.0		https://github.com/linux-rdma/perftest	RDMA performance tests for InfiniBand and RoCE networks (bandwidth/latency benchmarks).	0.05
https://rubygems.org/downloads/aws-sigv4-1.8.0.gem	self	aws-sigv4	0	78.5	65	95	85	80	75	0		12	Ruby	Apache-2.0	2023-11	https://rubygems.org/gems/aws-sigv4	AWS Signature Version 4 signing library for Ruby	0.4
https://github.com/erocarrera/pefile/archive/refs/tags/v2019.4.18.tar.gz	self	pefile	0	75.4	72	95	85	55	48	0	2300	12	Python	MIT	2019-04	https://github.com/erocarrera/pefile	Python library to parse Portable Executable (PE) files, used for malware analysis and reverse engineering.	0.95
https://www.netfilter.org/projects/nftables/files/nftables-1.0.6.tar.xz	self	nftables	0	78.5	75	85	90	80	70	2		45	C	GPL-2.0	2023-11	https://www.netfilter.org/projects/nftables/	Linux netfilter subsystem providing packet classification, filtering and NAT via nft command-line tool and kernel subsystem.	0.95
http://ftp.x.org/pub/individual/lib/libXext-1.3.4.tar.bz2	self	libXext	0	65.5	45	95	70	60	55	0		2	C	MIT	2019-10	https://gitlab.freedesktop.org/xorg/lib/libxext	X11 miscellaneous extensions library providing Shape, MIT-SHM, Double-Buffer and related protocol support.	0.05
https://download.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-6.13.tar.bz2	self	cifs-utils	0	58.5	35	85	70	65	55	0		12	C	GPL-3.0	2020-07	https://wiki.samba.org/index.php/LinuxCIFS_utils	Utilities for mounting and managing CIFS/SMB shares on Linux (mount.cifs and helpers).	0.25
https://github.com/intel/synce4l/archive/refs/tags/0.8.0.tar.gz	self	synce4l	0	63.4	28	95	65	55	82	0	52	4	C	GPL-2.0	2024-02	https://github.com/intel/synce4l	Linux daemon implementing Synchronous Ethernet (SyncE) for hardware-assisted clock synchronization.	0.05
https://github.com/phihag/ipaddress/archive/refs/tags/v1.0.22.tar.gz	self	ipaddress	0	61.5	35	95	70	60	40	0	52	0	Python	Python-2.0	2021-01	https://github.com/phihag/ipaddress	Backport of Python 3.3+ ipaddress module for parsing and manipulating IP addresses and networks on older Pythons.	0.25
https://github.com/phihag/ipaddress/archive/refs/tags/v1.0.22.tar.gz	alternative	ipaddress	1	92.2	85	98	95	95	90	0			Python	Python-2.0		https://docs.python.org/3/library/ipaddress.html	Standard library module for IP address and network objects (Python 3.3+).
https://github.com/vmware/tdnf/archive/refs/tags/v3.3.12.tar.gz	self	tdnf	0	68.4	42	95	78	65	70	0	178	12	C	LGPL-2.1	2024-05	https://github.com/vmware/tdnf	Lightweight C package manager for Photon OS with DNF/YUM repo compatibility and minimal dependencies.	0.25
http://ftp.postgresql.org/pub/source/v17.9/postgresql-17.9.tar.bz2	self	PostgreSQL	0	90.4	95	85	92	98	88	12		850	C	PostgreSQL	2024-11	https://www.postgresql.org/	Open-source object-relational database system with ACID compliance and extensibility.	0.05
http://ftp.postgresql.org/pub/source/v17.9/postgresql-17.9.tar.bz2	alternative	MariaDB	1	85	82	88	90	85	80	9		620	C	GPLv2	2024-08	https://mariadb.org/	Community-developed fork of MySQL with enhanced features and storage engines.
http://ftp.postgresql.org/pub/source/v17.9/postgresql-17.9.tar.bz2	alternative	MySQL	2	83.7	88	78	91	90	75	15		780	C++	GPLv2	2024-07	https://www.mysql.com/	Widely-used open-source relational database with strong enterprise support.
https://github.com/open-source-parsers/jsoncpp/archive/refs/tags/1.9.4.tar.gz	self	jsoncpp	0	78.4	82	95	78	65	58	0	7200	45	C++	MIT	2021-04	https://github.com/open-source-parsers/jsoncpp	C++ library for parsing and manipulating JSON data.	0.1
https://github.com/open-source-parsers/jsoncpp/archive/refs/tags/1.9.4.tar.gz	alternative	nlohmann/json	1	93.2	98	97	95	92	75	0	41000	120	C++	MIT	2024-08	https://github.com/nlohmann/json	Header-only JSON library for modern C++.
https://github.com/open-source-parsers/jsoncpp/archive/refs/tags/1.9.4.tar.gz	alternative	RapidJSON	2	81.3	88	85	82	78	62	1	14200	95	C++	MIT	2024-01	https://github.com/Tencent/rapidjson	Fast C++ JSON parser and generator.
https://github.com/google/double-conversion/archive/refs/tags/v3.2.1.tar.gz	self	double-conversion	0	76.5	65	95	80	70	75	0	820	12	C++	BSD-3-Clause	2023-03	https://github.com/google/double-conversion	Fast binary-decimal and decimal-binary conversion routines for IEEE doubles.	0.05
https://github.com/SELinuxProject/selinux/releases/download/3.4/selinux-python-3.4.tar.gz	self	selinux-python	0	74.1	62	92	78	65	71	0	1180	14	Python	GPL-2.0	2022-11	https://github.com/SELinuxProject/selinux	Python bindings for SELinux policy management, security contexts and labeling.	0.95
https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/nettle/nettle-3.7.3.tar.gz	self	nettle	0	64.5	45	85	70	65	60	0		5	C	LGPL-3.0 OR GPL-2.0	2021-06	https://www.lysator.liu.se/~nisse/nettle/	Low-level C cryptographic library implementing hash functions, encryption algorithms and public-key primitives.	0.95
https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/grub/grub-2.12.tar.xz	self	GRUB	0	80.5	85	75	90	85	70	2		120	C	GPL-3.0-or-later	2024-12	https://www.gnu.org/software/grub/	GNU GRand Unified Bootloader for loading OS kernels at system startup on BIOS/UEFI platforms.	0.1
https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/grub/grub-2.12.tar.xz	alternative	Limine	1	85.8	78	95	82	88	85	0	1400	35	C	BSD-2-Clause	2025-01	https://limine-bootloader.org/	Modern, portable bootloader supporting BIOS, UEFI, and various kernels with simple config.
https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/grub/grub-2.12.tar.xz	alternative	systemd-boot	2	83	80	88	88	82	75	1		95	C	LGPL-2.1-or-later	2025-01	https://systemd.io/BOOT/	Minimal UEFI bootloader integrated with systemd for simple kernel/initrd chainloading.
https://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/grub/grub-2.12.tar.xz	alternative	rEFInd	3	81.4	72	92	75	90	80	0	850	22	C	GPL-3.0-or-later	2024-10	https://www.rodsbooks.com/refind/	UEFI boot manager with graphical menu and auto-detection of bootable OSes/kernels.
https://github.com/jqlang/jq/archive/refs/tags/jq-1.6.tar.gz	self	jq	0	90.5	95	95	90	85	80	0	29000	120	C	MIT	2018-12	https://jqlang.github.io/jq/	Lightweight command-line JSON processor for filtering, transforming and querying JSON data.	0.1
https://github.com/hhatto/autopep8/archive/refs/tags/v1.5.4.tar.gz	self	autopep8	0	78.2	72	95	85	70	65	0	4300	45	Python	MIT	2021-01	https://github.com/hhatto/autopep8	Automatically formats Python code to conform to the PEP 8 style guide.	0
https://github.com/hhatto/autopep8/archive/refs/tags/v1.5.4.tar.gz	alternative	black	1	94.4	95	98	92	95	88	0	38000	120	Python	MIT	2024-01	https://github.com/psf/black	The uncompromising Python code formatter.
https://github.com/hhatto/autopep8/archive/refs/tags/v1.5.4.tar.gz	alternative	yapf	2	84	82	96	80	78	72	0	13700	60	Python	Apache-2.0	2023-07	https://github.com/google/yapf	A formatter for Python files that supports multiple styles.
https://github.com/matze/pkgconfig/archive/refs/tags/v1.6.0.tar.gz	self	pkgconfig	0	71.5	55	95	80	65	70	0	148	3	Python	MIT	2021-05	https://github.com/matze/pkgconfig	Python interface to pkg-config for querying installed library compiler/linker flags.	0.05
https://github.com/harfbuzz/harfbuzz/releases/download/14.2.0/harfbuzz-14.2.0.tar.xz	self	harfbuzz	0	79.5	68	95	85	80	75	0	1050	45	C++	MIT	2024-10	https://harfbuzz.github.io/	Open-source text shaping engine for complex scripts, Unicode, and OpenType/Graphite fonts.	0.05
https://github.com/prometheus/client_python/archive/refs/tags/v0.25.0.tar.gz	self	prometheus-client	0	85.4	82	95	90	88	78	0	3700	45	Python	Apache-2.0	2024-09	https://github.com/prometheus/client_python	Official Python client for Prometheus metrics exposition and collection.	0.45
https://github.com/GNOME/gobject-introspection/archive/refs/tags/1.58.0.tar.gz	self	gobject-introspection	0	71.5	45	95	70	80	75	0	85	12	C	LGPL-2.1+		https://gi.readthedocs.io/	Middleware layer for introspecting GObject-based C libraries to enable language bindings.	0.05
https://rubygems.org/downloads/fluent-plugin-vmware-loginsight-0.1.10.gem	self	fluent-plugin-vmware-loginsight	0	49	15	95	60	40	20	0	3	0	Ruby	Apache-2.0	2017-03	https://rubygems.org/gems/fluent-plugin-vmware-loginsight	Fluentd output plugin that forwards logs to VMware vRealize Log Insight	0.35
https://github.com/SELinuxProject/selinux/releases/download/3.10/libsepol-3.10.tar.gz	self	libsepol	0	72.5	65	80	70	75	70	2	1200	45	C	LGPL-2.1	2024-03	https://github.com/SELinuxProject/selinux	C library for manipulating and analyzing SELinux binary security policies.	0.95
https://github.com/msgpack/msgpack-python/archive/refs/tags/v1.0.2.tar.gz	self	msgpack	0	85.8	85	95	90	75	80	0	1700	25	Python	Apache-2.0	2021-07	https://msgpack.org/	MessagePack binary serialization library for Python	0.05
https://github.com/kubernetes-client/python/archive/refs/tags/v35.0.0.tar.gz	self	kubernetes	0	80.5	85	75	90	85	70	2	6800	320	Python	Apache-2.0	2024-12	https://github.com/kubernetes-client/python	Official Python client library for the Kubernetes API.	0.1
http://www.libtiff.org	self	libtiff	0	62.5	65	40	85	70	60	2		15	C	libtiff		http://www.libtiff.org	C library for reading, writing and manipulating TIFF raster image files with codec support.	0.75
https://github.com/Legrandin/pycryptodome/archive/refs/tags/v3.23.0.tar.gz	self	pycryptodome	0	81.2	82	75	90	85	78	2	2800	45	Python	BSD-2-Clause	2024-07	https://github.com/Legrandin/pycryptodome	Self-contained Python package of low-level cryptographic primitives and protocols.	0.95
https://rubygems.org/downloads/nokogiri-1.19.3.gem	self	nokogiri	0	85.4	88	82	95	90	78	1	6200	85	Ruby	MIT	2025-01	https://nokogiri.org	HTML, XML, SAX, and Reader parser with XPath and CSS selector support for Ruby	0.15
https://rubygems.org/downloads/nokogiri-1.19.3.gem	alternative	ox	1	79.5	62	95	78	75	88	0	870	12	Ruby	MIT	2024-11	https://github.com/ohler55/ox	Fast Ruby XML parser and object serializer with simple API
https://rubygems.org/downloads/nokogiri-1.19.3.gem	alternative	oga	2	69.1	45	92	65	60	82	0	310	8	Ruby	MPL-2.0	2023-05	https://github.com/yorickpeterse/oga	Pure-Ruby XML and HTML parser with XPath support
http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/coreutils/coreutils-9.1.tar.xz	self	coreutils	0	92.8	95	92	98	90	88	1		120	C	GPL-3.0-or-later	2022-04	https://www.gnu.org/software/coreutils/	GNU collection of basic file, shell and text manipulation utilities (ls, cp, cat, etc.).	0.1
http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/coreutils/coreutils-9.1.tar.xz	alternative	uutils-coreutils	1	89.4	88	95	85	82	90	0	18500	95	Rust	MIT	2024-09	https://github.com/uutils/coreutils	Cross-platform Rust rewrite of the GNU coreutils.
https://rubygems.org/downloads/fluent-plugin-kubernetes_metadata_filter-3.8.0.gem	self	fluent-plugin-kubernetes_metadata_filter	0	78.4	62	95	88	78	81	0	138	9	Ruby	Apache-2.0	2024-01	https://github.com/fluent/fluent-plugin-kubernetes_metadata_filter	Fluentd filter plugin that enriches log events with Kubernetes metadata (pod, namespace, labels, annotations).	0.25
https://github.com/kjd/idna/archive/refs/tags/v2.7.tar.gz	self	idna	0	68.5	42	95	85	60	70	0	280	3	Python	BSD-3-Clause	2018-07	https://github.com/kjd/idna	Python library for Internationalized Domain Names in Applications (IDNA) per RFC 5891.	0.65
https://gitlab.freedesktop.org/cairo/cairo/-/archive/1.17.2/cairo-1.17.2.tar.gz	self	cairo	0	79.5	75	95	85	70	65	0	1200	45	C	LGPL-2.1	2020-01	https://cairographics.org/	2D vector graphics library supporting multiple output devices and backends.	0.05
https://github.com/linux-pam/linux-pam/archive/refs/tags/Linux-PAM-1.6.1.tar.gz	self	Linux-PAM	0	64.5	45	80	75	70	65	2	420	35	C	BSD-3-Clause OR GPL-2.0-or-later	2024-04	https://github.com/linux-pam/linux-pam	Pluggable Authentication Modules for Linux providing flexible, modular user authentication and session management.	0.95
https://git.kernel.org/pub/scm/network/ethtool/ethtool.git/snapshot/ethtool-5.10.tar.gz	self	ethtool	0	78.5	75	90	85	70	65	0		15	C	GPL-2.0-only	2020-12	https://kernel.org/pub/software/network/ethtool/	Utility for displaying and modifying Ethernet NIC settings and statistics	0.25
https://github.com/bpftrace/bpftrace/archive/refs/tags/v0.21.2.tar.gz	self	bpftrace	0	83.8	85	95	70	80	75	0	8200	125	C++	Apache-2.0	2024-09	https://github.com/bpftrace/bpftrace	High-level tracing language and CLI for Linux eBPF dynamic instrumentation of kernel and userspace.	0.35
