Spec,Source0 original,Modified Source0 for url health check,UrlHealth,UpdateAvailable,UpdateURL,HealthUpdateURL,Name,SHAName,UpdateDownloadName
apache-tomcat.spec,https://archive.apache.org/dist/tomcat/tomcat-8/v%{version}/src/%{name}-%{version}-src.tar.gz,https://github.com/apache/tomcat/archive/refs/tags/8.5.99.tar.gz,200,8.5.100,https://github.com/apache/tomcat/archive/refs/tags/8.5.100.tar.gz,200,apache-tomcat,%{name} base,apache-tomcat-8.5.100.tar.gz
apache-tomcat-native.spec,http://apachemirror.wuchna.com/tomcat/tomcat-connectors/native/%{version}/source/tomcat-native-%{version}-src.tar.gz,https://github.com/apache/tomcat-native/archive/refs/tags/1.2.24.tar.gz,200,2.0.8,https://github.com/apache/tomcat-native/archive/refs/tags/2.0.8.tar.gz,200,apache-tomcat-native,tomcat-native,apache-tomcat-native-2.0.8.tar.gz
apparmor.spec,https://launchpad.net/apparmor/%{version}/%{version}.0/+download/%{name}-%{version}.tar.gz,https://launchpad.net/apparmor/3.1/2.13/+download/apparmor-2.13.tar.gz,0,Warning: Manufacturer may changed version packaging format.,https://launchpad.net/apparmor/4_0_3/4_0_3.0/+download/apparmor-4_0_3.tar.gz,404,apparmor,%{name},
apr.spec,http://archive.apache.org/dist/%{name}/%{name}-%{version}.tar.gz,https://github.com/apache/apr/archive/refs/tags/1.6.5.tar.gz,200,1.7.5,https://github.com/apache/apr/archive/refs/tags/1.7.5.tar.gz,200,apr,%{name},apr-1.7.5.tar.gz
apr-util.spec,http://archive.apache.org/dist/apr/%{name}-%{version}.tar.gz,https://github.com/apache/apr-util/archive/refs/tags/1.6.1.tar.gz,200,1.6.3,https://github.com/apache/apr-util/archive/refs/tags/1.6.3.tar.gz,200,apr-util,%{name},apr-util-1.6.3.tar.gz
argon2.spec,%{name}-%{version}.tar.gz,https://github.com/P-H-C/phc-winner-argon2/archive/refs/tags/20190702.tar.gz,200,(same version),,,argon2,argon2,
asciidoc.spec,http://sourceforge.net/projects/asciidoc/files/asciidoc/%{version}/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/asciidoc/files/asciidoc/8.6.9/asciidoc-8.6.9.tar.gz,0,(same version),,,asciidoc,asciidoc,
asciidoc3.spec,https://asciidoc3.org/asciidoc3-3.2.0.tar.gz,https://gitlab.com/asciidoc3/asciidoc3/-/archive/v3.2.0/asciidoc3-v3.2.0.tar.gz,200,3.2.3,https://gitlab.com/asciidoc3/asciidoc3/-/archive/v3.2.3/asciidoc3-v3.2.3.tar.gz,200,asciidoc3,asciidoc3,asciidoc3-v3.2.3.tar.gz
atftp.spec,http://sourceforge.net/projects/atftp/files/latest/download/%{name}-%{version}.tar.gz,http://sourceforge.net/projects/atftp/files/latest/download/atftp-0.7.5.tar.gz,0,Warning: Manufacturer may changed version packaging format.,http://sourceforge.net/projects/atftp/files/latest/download/atftp-0_8_0.tar.gz,0,atftp,%{name},
attr.spec,http://download.savannah.gnu.org/releases/attr/%{name}-%{version}.tar.gz,http://download.savannah.gnu.org/releases/attr/attr-2.4.48.tar.gz,0,Warning: Manufacturer may changed version packaging format.,http://download.savannah.gnu.org/releases/attr/attr-2_5_2.tar.gz,0,attr,%{name},
audit.spec,http://people.redhat.com/sgrubb/audit/%{name}-%{version}.tar.gz,https://github.com/linux-audit/audit-userspace/archive/refs/tags/v2.8.5.tar.gz,200,4.0.3,https://github.com/linux-audit/audit-userspace/archive/refs/tags/v4.0.3.tar.gz,200,audit,audit,audit-4.0.3.tar.gz
aufs-util.spec,%{name}-%{version}.tar.gz,https://github.com/sfjro/aufs-linux/archive/refs/tags/v4.14.tar.gz,200,6.13,https://github.com/sfjro/aufs-linux/archive/refs/tags/v6.13.tar.gz,200,aufs-util,%{name} aufs4.14,aufs-util-6.13.tar.gz
authbind.spec,http://ftp.debian.org/debian/pool/main/a/%{name}/%{name}_%{version}.tar.gz,http://ftp.debian.org/debian/pool/main/a/authbind/authbind_2.1.2.tar.gz,0,Warning: Manufacturer may changed version packaging format.,http://ftp.debian.org/debian/pool/main/a/authbind/authbind_2_2_0.tar.gz,0,authbind,authbind,
autoconf.spec,http://ftp.gnu.org/gnu/autoconf/%{name}-%{version}.tar.xz,https://github.com/autotools-mirror/autoconf/archive/refs/tags/v2.69.tar.xz,200,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/gnu/autoconf/autoconf-2_72.tar.xz,0,autoconf,autoconf,
autoconf-archive.spec,http://ftp.gnu.org/gnu/%{name}/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/autoconf-archive/autoconf-archive-2018.03.13.tar.xz,0,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/gnu/autoconf-archive/autoconf-archive-2024_10_16.tar.xz,0,autoconf-archive,autoconf-archive,
autoconf213.spec,http://ftp.gnu.org/gnu/autoconf/autoconf-%{version}.tar.gz,http://ftp.gnu.org/gnu/autoconf/autoconf-2.13.tar.gz,0,Info: Source0 contains a static version number.,,,autoconf213,autoconf,
autofs.spec,http://www.kernel.org/pub/linux/daemons/%{name}/v5/%{name}-%{version}.tar.xz,http://www.kernel.org/pub/linux/daemons/autofs/v5/autofs-5.1.6.tar.xz,0,Warning: Manufacturer may changed version packaging format.,http://www.kernel.org/pub/linux/daemons/autofs/v5/autofs-5.1_9.tar.xz,0,autofs,autofs,
autogen.spec,ftp://ftp.gnu.org/gnu/autogen/rel%{version}/%{name}-%{version}.tar.xz,https://ftp.gnu.org/gnu/autogen/rel5.18.16/autogen-5.18.16.tar.xz,200,(same version),,,autogen,autogen,
automake.spec,http://ftp.gnu.org/gnu/automake/%{name}-%{version}.tar.xz,https://github.com/autotools-mirror/automake/archive/refs/tags/v1.16.1.tar.xz,200,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/gnu/automake/automake-1_17.tar.xz,0,automake,automake,
aws-sdk-cpp.spec,aws-sdk-cpp-%{version}.tar.gz,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/1.4.33.tar.gz,200,1.11.502,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/1.11.502.tar.gz,200,aws-sdk-cpp,aws-sdk-cpp,aws-sdk-cpp-1.11.502.tar.gz
backward-cpp.spec,%{name}-v%{version}.tar.gz,https://github.com/bombela/backward-cpp/archive/refs/tags/v1.4.tar.gz,200,1.6,https://github.com/bombela/backward-cpp/archive/refs/tags/v1.6.tar.gz,200,backward-cpp,backward-cpp,backward-cpp-1.6.tar.gz
bash.spec,https://ftp.gnu.org/gnu/bash/%{name}-%{version}.tar.gz,https://ftp.gnu.org/gnu/bash/bash-4.4.18.tar.gz,200,5.2.37,https://ftp.gnu.org/gnu/bash/bash-5.2.37.tar.gz,200,bash,%{name},bash-5.2.37.tar.gz
bc.spec,https://ftp.gnu.org/gnu/bc/%{name}-%{version}.tar.gz,https://ftp.gnu.org/gnu/bc/bc-1.07.1.tar.gz,200,1.08.1,https://ftp.gnu.org/gnu/bc/bc-1.08.1.tar.gz,200,bc,bc,bc-1.08.1.tar.gz
bcc.spec,https://github.com/iovisor/bcc/archive/%{name}-%{version}.tar.gz,https://github.com/iovisor/bcc/archive/refs/tags/v0.16.0.tar.gz,200,0.33.0,https://github.com/iovisor/bcc/archive/refs/tags/v0.33.0.tar.gz,200,bcc,bcc bcc-src-with-submodule,bcc-0.33.0.tar.gz
bindutils.spec,https://downloads.isc.org/isc/bind9/%{version}/bind-%{version}.tar.xz,https://github.com/isc-projects/bind9/archive/refs/tags/v9.18.27.tar.xz,200,9.21.4,https://downloads.isc.org/isc/bind9/9.21.4/bind-9.21.4.tar.xz,200,bindutils,bind,bind-9.21.4.tar.xz
binutils.spec,http://ftp.gnu.org/gnu/binutils/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/binutils/binutils-2.32.tar.xz,0,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/gnu/binutils/binutils-2_44.tar.xz,0,binutils,binutils,
bison.spec,http://ftp.gnu.org/gnu/bison/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/bison/bison-3.1.tar.xz,0,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/gnu/bison/bison-3_8_2.tar.xz,0,bison,bison,
blktrace.spec,https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/snapshot/%{name}-%{version}.tar.gz,https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/snapshot/blktrace-1.2.0.tar.gz,200,1.3.0,https://git.kernel.org/pub/scm/linux/kernel/git/axboe/blktrace.git/snapshot/blktrace-1.3.0.tar.gz,200,blktrace,blktrace,blktrace-1.3.0.tar.gz
bluez.spec,http://www.kernel.org/pub/linux/bluetooth/%{name}-%{version}.tar.xz,http://www.kernel.org/pub/linux/bluetooth/bluez-5.71.tar.xz,0,Warning: Manufacturer may changed version packaging format.,http://www.kernel.org/pub/linux/bluetooth/bluez-5_79.tar.xz,0,bluez,%{name},
bluez-tools.spec,https://github.com/khvzak/bluez-tools.git/master/%{name}-%{version}.tar.gz,https://github.com/khvzak/bluez-tools.git/master/bluez-tools-0.2.0.20140808.tar.gz,404,Warning: Cannot detect correlating tags from the repo provided.,,,bluez-tools,%{name},
boost.spec,http://downloads.sourceforge.net/boost/boost_1_66_0.tar.bz2,https://github.com/boostorg/boost/archive/refs/tags/boost-1.66.0.tar.bz2,200,Warning: Manufacturer may changed version packaging format.,http://downloads.sourceforge.net/boost/boost_1_87_0.tar.bz2,0,boost,boost,
bpftrace.spec,https://github.com/iovisor/bpftrace/archive/%{name}-%{version}.tar.gz,https://github.com/iovisor/bpftrace/archive/refs/tags/v0.11.1.tar.gz,200,0.22.1,https://github.com/iovisor/bpftrace/archive/refs/tags/v0.22.1.tar.gz,200,bpftrace,bpftrace,bpftrace-0.22.1.tar.gz
bridge-utils.spec,http://sourceforge.net/projects/bridge/files/bridge/%{name}-%{version}.tar.xz,http://sourceforge.net/projects/bridge/files/bridge/bridge-utils-1.6.tar.xz,0,Warning: bridge-utils.spec Source0 version 1.6 is higher than detected latest version 1.5 .,,,bridge-utils,bridge-utils,
btrfs-progs.spec,https://www.kernel.org/pub/linux/kernel/people/kdave/btrfs-progs/%{name}-v%{version}.tar.xz,https://github.com/kdave/btrfs-progs/archive/refs/tags/v4.19.tar.xz,200,6.12,https://www.kernel.org/pub/linux/kernel/people/kdave/btrfs-progs/btrfs-progs-v6.12.tar.xz,200,btrfs-progs,btrfs-progs,btrfs-progs-v6.12.tar.xz
bubblewrap.spec,https://github.com/projectatomic/bubblewrap/releases/download/v%{version}/bubblewrap-%{version}.tar.xz,https://github.com/containers/bubblewrap/archive/refs/tags/v0.3.0.tar.xz,200,0.11.0,https://github.com/projectatomic/bubblewrap/releases/download/v0.11.0/bubblewrap-0.11.0.tar.xz,200,bubblewrap,%{name},bubblewrap-0.11.0.tar.xz
bzip2.spec,http://www.bzip.org/%{version}/%{name}-%{version}.tar.gz,https://github.com/libarchive/bzip2/archive/refs/tags/bzip2-1.0.8.tar.gz ,200,(same version),,,bzip2,bzip2,
bzr.spec,https://launchpad.net/bzr/2.7/2.7.0/+download/bzr-2.7.0.tar.gz,https://launchpad.net/bzr/2.7/2.7.0/+download/bzr-2.7.0.tar.gz,0,(same version),,,bzr,bzr,
c-ares.spec,http://c-ares.haxx.se/download/%{name}-%{version}.tar.gz,https://github.com/c-ares/c-ares/archive/refs/tags/cares-1_19_1.tar.gz,200,Warning: Manufacturer may changed version packaging format.,http://c-ares.haxx.se/download/c-ares-1_34_4.tar.gz,0,c-ares,c-ares,
c-rest-engine.spec,%{name}-%{version}.tar.gz,http://www.github.com/vmware/c-rest-enginec-rest-engine-1.2.tar.gz,0,(same version),,,c-rest-engine,c-rest-engine,
ca-certificates-nxtgn-openssl.spec,certdata-nxtgn-openssl.txt,,0,,,,ca-certificates,,
ca-certificates.spec,certdata.txt,,0,,,,ca-certificates,,
cairo.spec,http://cairographics.org/releases/%{name}-%{version}.tar.xz,https://gitlab.freedesktop.org/cairo/cairo/-/archive/1.16.0/cairo-1.16.0.tar.xz ,200,1.18.2,https://gitlab.freedesktop.org/cairo/cairo/-/archive/1.18.2/cairo-1.18.2.tar.xz ,200,cairo,cairo,cairo-1.18.2.tar.xz 
calico.spec,https://github.com/projectcalico/calico/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/projectcalico/calico/archive/refs/tags/v3.26.1.tar.gz,200,3.29.2,https://github.com/projectcalico/calico/archive/refs/tags/v3.29.2.tar.gz,200,calico,calico,calico-3.29.2.tar.gz
calico-bgp-daemon.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/calico-bgp-daemon/archive/refs/tags/v0.2.2.tar.gz,200,(same version),,,calico-bgp-daemon,calico-bgp-daemon,
calico-bird.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/bird/archive/refs/tags/v0.3.3.tar.gz,200,(same version),,,calico-bird,calico-bird,
calico-libnetwork.spec,%{name}-%{version}.tar.gz,https://github.com/projectcalico/libnetwork-plugin/archive/refs/tags/v1.1.0.tar.gz,200,1.1.3,https://github.com/projectcalico/libnetwork-plugin/archive/refs/tags/v1.1.3.tar.gz,200,calico-libnetwork,calico-libnetwork,calico-libnetwork-1.1.3.tar.gz
capstone.spec,https://github.com/aquynh/%{name}/archive/%{name}-%{version}.tar.gz,https://github.com/aquynh/capstone/archive/refs/tags/4.0.2.tar.gz,200,5.0.5,https://github.com/aquynh/capstone/archive/refs/tags/5.0.5.tar.gz,200,capstone,%{name},capstone-5.0.5.tar.gz
cassandra.spec,https://repo1.maven.org/maven2/org/apache/cassandra/apache-cassandra/%{version}/apache-%{name}-%{version}-src.tar.gz,https://github.com/apache/cassandra/archive/refs/tags/cassandra-3.11.12.tar.gz,200,5.0.3,https://github.com/apache/cassandra/archive/refs/tags/cassandra-5.0.3.tar.gz,200,cassandra,apache-cassandra,cassandra-5.0.3.tar.gz
cdrkit.spec,%{name}-%{version}.tar.gz,http://gd.tuwien.ac.at/utils/schilling/cdrtoolscdrkit-1.1.11.tar.gz,0,Warning: Source0 seems invalid and no other Official source has been found.,,,cdrkit,cdrkit,
cgroup-utils.spec,https://github.com/peo3/cgroup-utils/archive/%{name}-%{version}.tar.gz,https://github.com/peo3/cgroup-utils/archive/refs/tags/v0.6.tar.gz,200,0.8,https://github.com/peo3/cgroup-utils/archive/refs/tags/v0.8.tar.gz,200,cgroup-utils,cgroup-utils,cgroup-utils-0.8.tar.gz
check.spec,https://github.com/libcheck/check/archive/%{name}-%{version}.tar.gz,https://github.com/libcheck/check/archive/refs/tags/0.12.0.tar.gz,200,0.15.2,https://github.com/libcheck/check/archive/refs/tags/0.15.2.tar.gz,200,check,check,check-0.15.2.tar.gz
chkconfig.spec,http://fedorahosted.org/releases/c/h/chkconfig/%{name}-%{version}.tar.gz,https://github.com/fedora-sysv/chkconfig/archive/refs/tags/1.9.tar.gz,200,1.31,https://github.com/fedora-sysv/chkconfig/archive/refs/tags/1.31.tar.gz,200,chkconfig,%{name},chkconfig-1.31.tar.gz
chrony.spec,https://download.tuxfamily.org/chrony/chrony-%{version}.tar.gz,https://github.com/mlichvar/chrony/archive/refs/tags/4.0.tar.gz,200,4.6.1,https://github.com/mlichvar/chrony/archive/refs/tags/4.6.1.tar.gz,200,chrony,chrony,chrony-4.6.1.tar.gz
chrpath.spec,https://alioth.debian.org/frs/download.php/file/3979/%{name}-%{version}.tar.gz,https://codeberg.org/pere/chrpath/archive/release-0.16.tar.gz,200,0.18,https://codeberg.org/pere/chrpath/archive/release-0.18.tar.gz,200,chrpath,chrpath,release-0.18.tar.gz
cifs-utils.spec,https://ftp.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-%{version}.tar.bz2,https://ftp.samba.org/pub/linux-cifs/cifs-utils/cifs-utils-6.8.tar.bz2,200,,,,cifs-utils,cifs-utils,
clang.spec,https://github.com/llvm/llvm-project/releases/download/llvmorg-%{version}/%{name}-%{version}.src.tar.xz,https://github.com/llvm/llvm-project/releases/download/llvmorg-10.0.1/clang-10.0.1.src.tar.xz,200,19.1.7,https://github.com/llvm/llvm-project/releases/download/llvmorg-19.1.7/clang-19.1.7.src.tar.xz,200,clang,%{name},clang-19.1.7.src.tar.xz
cloud-init.spec,https://launchpad.net/cloud-init/trunk/%{version}/+download/%{name}-%{version}.tar.gz,https://github.com/canonical/cloud-init/archive/refs/tags/22.4.2.tar.gz,200,24.4.1,https://github.com/canonical/cloud-init/archive/refs/tags/24.4.1.tar.gz,200,cloud-init,%{name},cloud-init-24.4.1.tar.gz
cloud-utils.spec,https://launchpad.net/cloud-utils/trunk/%{version}/+download/cloud-utils-%{version}.tar.gz,https://github.com/canonical/cloud-utils/archive/refs/tags/0.30.tar.gz,200,0.33,https://github.com/canonical/cloud-utils/archive/refs/tags/0.33.tar.gz,200,cloud-utils,cloud-utils,cloud-utils-0.33.tar.gz
cmake.spec,http://www.cmake.org/files/v3.13/%{name}-%{version}.tar.gz,https://github.com/Kitware/CMake/releases/download/v3.13.5/cmake-3.13.5.tar.gz,200,3.31.5,https://github.com/Kitware/CMake/releases/download/v3.31.5/cmake-3.31.5.tar.gz,200,cmake,cmake,cmake-3.31.5.tar.gz
cmocka.spec,https://cmocka.org/files/1.1/%{name}-%{version}.tar.xz,https://cmocka.org/files/1.1/cmocka-1.1.2.tar.xz,200,1.1.7,https://cmocka.org/files/1.1/cmocka-1.1.7.tar.xz,200,cmocka,%{name},cmocka-1.1.7.tar.xz
cni.spec,https://github.com/containernetworking/plugins/archive/%{name}-v%{version}.tar.gz,https://github.com/containernetworking/plugins/archive/refs/tags/v1.1.1.tar.gz,200,1.6.2,https://github.com/containernetworking/plugins/archive/refs/tags/v1.6.2.tar.gz,200,cni,%{name},cni-1.6.2.tar.gz
commons-daemon.spec,http://apache.mesi.com.ar//commons/daemon/source/commons-daemon-1.1.0-src.tar.gz,https://github.com/apache/commons-daemon/archive/refs/tags/commons-daemon-1.1.0.tar.gz,404,1.4.1,https://github.com/apache/commons-daemon/archive/refs/tags/commons-daemon-1.4.1.tar.gz,200,commons-daemon,commons-daemon,commons-daemon-1.4.1.tar.gz
commons-httpclient.spec,https://archive.apache.org/dist/httpcomponents/%{name}/source/%{name}-%{version}-src.tar.gz,https://archive.apache.org/dist/httpcomponents/commons-httpclient/source/commons-httpclient-3.1-src.tar.gz,200,(same version),,,commons-httpclient,commons-httpclient commons-httpclient-buildrequires-jars,
compat-gdbm.spec,http://ftp.gnu.org/gnu/gdbm/%{name}-%{version}.tar.gz,https://ftp.gnu.org/gnu/gdbm/gdbm-1.8.3.tar.gz,200,1.24,https://ftp.gnu.org/gnu/gdbm/gdbm-1.24.tar.gz,200,compat-gdbm,compat-gdbm,gdbm-1.24.tar.gz
conntrack-tools.spec,https://netfilter.org/projects/%{name}/files/%{name}-%{version}.tar.bz2,https://www.netfilter.org/projects/conntrack-tools/files/conntrack-tools-1.4.6.tar.bz2,200,Warning: Manufacturer may changed version packaging format.,https://netfilter.org/projects/conntrack-tools/files/conntrack-tools-1.4_8.tar.bz2,404,conntrack-tools,%{name},
consul.spec,%{name}-%{version}.tar.gz,https://github.com/hashicorp/consul/archive/v1.11.9.tar.gz,200,1.20.2,https://github.com/hashicorp/consul/archive/v1.20.2.tar.gz,200,consul,%{name}-%{version}.tar.gz,consul-1.20.2.tar.gz
containerd.spec,https://github.com/containerd/containerd/archive/containerd-%{version}.tar.gz,https://github.com/containerd/containerd/archive/refs/tags/v1.6.8.tar.gz,200,2.0.2,https://github.com/containerd/containerd/archive/refs/tags/v2.0.2.tar.gz,200,containerd,%{name},containerd-2.0.2.tar.gz
copenapi.spec,%{name}-%{version}.tar.gz,https://www.github.com/vmware/copenapi/archive/refs/tags/v0.0.2.tar.gz,200,(same version),,,copenapi,copenapi,
coredns.spec,https://github.com/coredns/coredns/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/coredns/coredns/archive/refs/tags/v1.11.1.tar.gz,200,1.12.0,https://github.com/coredns/coredns/archive/refs/tags/v1.12.0.tar.gz,200,coredns,%{name},coredns-1.12.0.tar.gz
coreutils.spec,http://ftp.gnu.org/gnu/coreutils/%{name}-%{version}.tar.xz,http://ftp.gnu.org/gnu/coreutils/coreutils-8.30.tar.xz,0,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/gnu/coreutils/coreutils-9_6.tar.xz,0,coreutils,coreutils,
cpio.spec,http://ftp.gnu.org/pub/gnu/cpio/%{name}-%{version}.tar.bz2,http://ftp.gnu.org/pub/gnu/cpio/cpio-2.13.tar.bz2,0,Warning: Manufacturer may changed version packaging format.,http://ftp.gnu.org/pub/gnu/cpio/cpio-2_15.tar.bz2,0,cpio,%{name},
cppcheck.spec,https://github.com/danmar/cppcheck/archive/%{name}-%{version}.tar.gz,https://github.com/danmar/cppcheck/archive/refs/tags/2.9.3.tar.gz,200,2.16.0,https://github.com/danmar/cppcheck/archive/refs/tags/2.16.0.tar.gz,200,cppcheck,%{name},cppcheck-2.16.0.tar.gz
cppunit.spec,https://sourceforge.net/projects/cppunit/files/%{name}/%{version}/%{name}-%{version}.tar.gz,https://sourceforge.net/projects/cppunit/files/cppunit/1.12.1/cppunit-1.12.1.tar.gz,200,(same version),,,cppunit,cppunit,
cpulimit.spec,https://github.com/opsengine/cpulimit/archive/refs/tags/%{name}-%{version}.tar.gz,https://github.com/opsengine/cpulimit/archive/refs/tags/cpulimit-1.2.tar.gz,404,Warning: cpulimit.spec Source0 version 1.2 is higher than detected latest version 0.2 .,,,cpulimit,%{name},
cracklib.spec,cracklib-%{version}.tar.gz,https://github.com/cracklib/cracklib/archive/refs/tags/v2.9.7.tar.gz ,200,2.10.3,https://github.com/cracklib/cracklib/archive/refs/tags/v2.10.3.tar.gz ,200,cracklib,cracklib-%{version} cracklib-words-%{version},cracklib-2.10.3.tar.gz 
crash.spec,http://people.redhat.com/anderson/crash-%{version}.tar.gz,http://people.redhat.com/anderson/crash-8.0.2.tar.gz,0,Warning: Source0 seems invalid and no other Official source has been found.,,,crash,crash crash-gcore gdb,
createrepo_c.spec,%{name}-%{version}.tar.gz,https://github.com/rpm-software-management/createrepo_c/archive/refs/tags/0.11.1.tar.gz,200,1.2.0,https://github.com/rpm-software-management/createrepo_c/archive/refs/tags/1.2.0.tar.gz,200,createrepo_c,%{name},createrepo_c-1.2.0.tar.gz
cri-tools.spec,%{name}-%{version}.tar.gz,https://github.com/kubernetes-sigs/cri-tools/archive/refs/tags/v1.21.0.tar.gz,200,1.32.0,https://github.com/kubernetes-sigs/cri-tools/archive/refs/tags/v1.32.0.tar.gz,200,cri-tools,%{name}-%{version}.tar.gz,cri-tools-1.32.0.tar.gz
cronie.spec,https://github.com/cronie-crond/cronie/releases/download/cronie-%{version}/cronie-%{version}.tar.gz,https://github.com/cronie-crond/cronie/releases/download/cronie-1.5.5/cronie-1.5.5.tar.gz,200,1.7.2,https://github.com/cronie-crond/cronie/releases/download/cronie-1.7.2/cronie-1.7.2.tar.gz,200,cronie,cronie,cronie-1.7.2.tar.gz
cryptsetup.spec,%{name}-v%{version}.tar.gz,https://github.com/mbroz/cryptsetup/archive/refs/tags/v2.4.2.tar.gz,200,2.7.5,https://github.com/mbroz/cryptsetup/archive/refs/tags/v2.7.5.tar.gz,200,cryptsetup,%{name},cryptsetup-2.7.5.tar.gz
curl.spec,http://curl.haxx.se/download/%{name}-%{version}.tar.xz,,0,,,,curl,%{name},
cve-check-tool.spec,cve-check-tool-%{version}.tar.gz,https://github.com/clearlinux/cve-check-tool/archive/refs/tags/v5.6.4.1.tar.gz,404,Warning: repo isn't maintained anymore.,,,cve-check-tool,cve-check-tool,
cyrus-sasl.spec,ftp://ftp.cyrusimap.org/cyrus-sasl/%{name}-%{version}.tar.gz,https://github.com/cyrusimap/cyrus-sasl/archive/refs/tags/cyrus-sasl-2.1.26.tar.gz ,200,2.1.28,https://github.com/cyrusimap/cyrus-sasl/archive/refs/tags/cyrus-sasl-2.1.28.tar.gz ,200,cyrus-sasl,%{name},cyrus-sasl-2.1.28.tar.gz 
cython.spec,https://github.com/cython/cython/archive/Cython-%{version}.tar.gz,https://github.com/cython/cython/archive/refs/tags/0.28.5.tar.gz,200,3.0.9,https://github.com/cython/cython/archive/refs/tags/3.0.9.tar.gz,200,cython,Cython,cython-3.0.9.tar.gz
